Func_id,Func_name,Algibacter_wandonensis_CECT_8301,Alteromonas_macleodii_ATCC_27126,Anabaena_sp_PCC_7108,Arenibacter_echinorum_DSM_23522,Bizionia_echini_DSM_23925,Candidatus_Pelagibacter_ubique_SAR11_HTCC1062,Cellulophaga_fucicola_DSM_24786,Cellulophaga_lytica_LIM_21_DSM_7489,Cellulophaga_tyrosinoxydans_DSM_21164,Crocosphaera_watsonii_WH_8501,Dokdonia_pacifica_DSM_25597,Dokdonia_sp_PRO95,Eudoraea_adriatica_DSM_19308,Eudoraea_chungangensis_Aa_C5,Eudoraea_chungangensis_Aa_D4,Flagellimonas_sp_Aa_F7,Flavobacterium_branchiophilum_FL_15,Flavobacterium_columnare_ATCC_49512,Flavobacterium_indicum_GPTSA100_9,Flavobacterium_johnsoniae_UW101_ATCC_17061,Flavobacterium_psychrophilum_JIP02_86,Formosa_agariphila_KMM_3901,Formosa_spongicola_DSM_22637,Gaetbulibacter_saemankumensis_DSM_17032,Galbibacter_marinus_ck_I2_15,Idiomarina_loihiensis_GSL_199,Imtechella_halotolerans_K1,Joostella_marina_DSM_19592,Kordia_algicida_OT_1,Kordia_periserrulae_DSM_25731,Kriegella_aquimaris_DSM_19886,Lacinutrix_sp_DN105,Lacinutrix_sp_DN112,Lacinutrix_sp_Hel_I_90,Lacinutrix_venerupis_DOK2_8,Lutibacter_maritimus_DSM_24450,Maribacter_arcticus_DSM_23546,Maribacter_polysiphoniae_DSM_23514,Maribacter_spongiicola_DSM_25233,Maribacter_vaceletii_DSM_25230,Muricauda_antarctica_DSM_26351,Muricauda_pacifica_DSM_25027,Muriicola_jejuensis_DSM_21206,Nonlabens_spongiae_JCM_13191,Nonlabens_ulvanivorans_DSM_22727,Polaribacter_haliotis_RA4_7,Polaribacter_sp_MED152,Prochlorococcus_marinus_MIT9515,Psychroserpens_sp_Hel_I_66,Pustulibacterium_marinum_CGMCC_1_12333,Robiginitalea_myxolifaciens_DSM_21019,Roseobacter_litoralis_Och_149,Ruegeria_pomeroyi_DSS_3,Sinomicrobium_oceani_CGMCC_1_12145,Spongiimicrobium_salis_DN50,Spongiimicrobium_salis_Da_B9,Synechococcus_sp_WH_8016,Tamlana_sedimentorum_JCM_19808,Tenacibaculum_adriaticum_DSM_18961,Tenacibaculum_mesophilum_DSM_13764,Trichodesmium_erythraeum_IMS101,Winogradskyella_arenosi_CECT_7958,Winogradskyella_eximia_CECT_7946,Winogradskyella_jejuensis_DSM_25330,Winogradskyella_sp_J14_2,Zobellia_galactanivorans_DsijT
pfam01904,Protein of unknown function DUF72,0.00024975,0.000253743,0.000191314,0,0,0,0.000286123,0.000297796,0,0,0.000201288,0,0.000279408,0.000301477,0.00030248,0.000264831,0,0,0,0.000196117,0,0,0,0,0,0,0,0.00024975,0.00021815,0.000242248,0.000199442,0.000230894,0.000245761,0.000285225,0.000346021,0,0,0,0,0,0.000243784,0.00024079,0,0,0,0,0,0,0.00028777,0.000263435,0,0,0,0.00023359,0.000245158,0.00021106,0,0.000285388,0.000334784,0.000326904,0,0,0,0.000349162,0.000327976,0.000219154
pfam02798,"Glutathione S-transferase, N-terminal domain",0,0.001014971,0.000765257,0,0,0.00071736,0,0,0,0.000146284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001104159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174787,0.001607348,0,0,0,0.000656599,0,0,0,0.000387898,0,0,0,0,0
pfam02896,"PEP-utilising enzyme, TIM barrel domain",0,0.000507485,0.000573943,0.00045527,0,0.00071736,0,0,0,0.000292569,0,0,0.000558815,0.000301477,0.00030248,0,0,0,0,0,0,0,0,0.000364166,0,0.000736106,0,0,0,0,0.000199442,0,0,0,0,0.000317763,0.000531915,0.000445534,0,0,0,0,0.000328947,0,0,0,0,0,0,0,0,0.000436967,0.000459242,0,0,0,0,0,0.000334784,0,0.000387898,0,0,0,0,0.000219154
pfam05048,Periplasmic copper-binding protein (NosD),0.0004995,0,0,0.000227635,0.000325521,0,0.000572246,0,0.000311624,0,0,0,0.000279408,0,0,0.000264831,0,0.000365631,0,0,0,0,0.000337724,0.000364166,0,0,0.000365764,0,0,0,0.000398883,0.000230894,0,0.000285225,0,0.000317763,0.000265957,0.000222767,0,0,0.000487567,0,0.000328947,0,0,0,0,0,0,0,0.000345185,0.000218484,0.000459242,0,0,0.00021106,0,0,0,0,0,0,0.000267237,0.000349162,0,0.000438308
pfam05661,Protein of unknown function (DUF808),0,0.000253743,0,0.000227635,0.000325521,0,0.000286123,0.000297796,0,0,0,0,0.000279408,0.000301477,0.00030248,0,0,0,0,0.000196117,0,0.000275482,0.000337724,0.000364166,0.000318674,0,0,0.00024975,0,0,0.000199442,0,0,0.000285225,0.000346021,0,0.000265957,0,0.000256805,0,0.000243784,0,0.000328947,0.000322893,0.0003427,0,0,0,0.00028777,0.000263435,0,0.000218484,0.000229621,0.00023359,0,0,0,0.000285388,0,0,0,0.000307409,0.000267237,0,0,0.000219154
pfam06841,T4-like virus tail tube protein gp19,0,0,0,0,0,0,0,0,0,0,0.001409018,0,0,0,0,0,0,0,0,0.000392234,0,0,0,0,0,0,0,0,0.0008726,0.000968992,0.000398883,0,0.000491521,0.000285225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028777,0,0,0.000436967,0,0,0.000490316,0.000422119,0,0.000285388,0,0.000653808,0,0,0,0,0,0
pfam07221,N-acylglucosamine 2-epimerase (GlcNAc 2-epimerase),0.00024975,0,0,0,0,0,0,0,0,0,0,0,0.000558815,0.000301477,0.00030248,0,0.00034188,0,0,0.000196117,0.000399202,0.000826446,0,0,0.000637349,0,0.000365764,0,0,0,0.000598325,0.000461787,0,0,0,0.000317763,0.000265957,0.000222767,0,0,0.000243784,0,0.000328947,0,0,0,0,0,0,0.000790306,0,0,0,0.00023359,0,0.000422119,0,0,0,0,0.000193949,0,0,0,0,0.000219154
pfam07264,Etoposide-induced protein 2.4 (EI24),0.00024975,0.000253743,0,0.000227635,0,0,0.000286123,0.000297796,0,0.000146284,0.000201288,0.000329164,0,0,0,0,0,0,0,0,0,0,0,0.000364166,0,0.000368053,0,0,0.00021815,0.000242248,0,0.000230894,0.000245761,0.000285225,0.000346021,0,0,0,0,0.000294811,0,0,0,0.000322893,0.0003427,0,0.000367242,0,0.00028777,0,0,0.000218484,0.000229621,0,0.000245158,0,0,0.000285388,0.000334784,0.000326904,0.000193949,0.000307409,0.000267237,0.000349162,0.000327976,0
pfam07510,Protein of unknown function (DUF1524),0.00024975,0,0.000191314,0,0,0,0.000286123,0,0,0.000146284,0.000201288,0.000329164,0,0.000301477,0,0,0.001025641,0,0,0,0.000399202,0,0,0.000364166,0,0,0,0,0.00021815,0.000484496,0.000199442,0,0,0,0,0,0,0.000445534,0,0.000294811,0.000243784,0,0,0.000322893,0.0003427,0,0,0,0.00028777,0.000263435,0,0,0,0,0.000245158,0.00021106,0,0.000285388,0,0.000326904,0.000193949,0,0.000267237,0,0.000655953,0
pfam09949,Uncharacterized conserved protein (DUF2183),0.00024975,0,0,0,0.000651042,0,0,0,0.000311624,0,0,0.000329164,0,0,0,0,0,0,0,0.000196117,0,0.000550964,0,0,0,0,0,0.00024975,0.00021815,0,0.000199442,0,0.000245761,0.000570451,0.000346021,0,0.000265957,0,0.000256805,0.000294811,0,0,0,0.000322893,0.0003427,0.00029753,0.000367242,0,0.00028777,0.000263435,0.000345185,0,0,0.00023359,0,0,0,0.000285388,0,0,0,0.000307409,0.000267237,0.000349162,0.000327976,0.000219154
pfam10029,Predicted periplasmic protein (DUF2271),0.00024975,0.000507485,0,0,0.000325521,0,0.000286123,0.000297796,0,0,0.000201288,0,0,0,0,0.000264831,0,0.000365631,0.00036523,0.000196117,0,0.000275482,0,0,0.000318674,0.000368053,0,0,0.00021815,0,0.000199442,0,0.000245761,0,0.000346021,0,0,0,0.000256805,0.000294811,0,0,0,0.000322893,0,0.00029753,0,0,0,0.00052687,0,0,0,0,0.000245158,0,0,0.000285388,0.000334784,0.000326904,0,0.000307409,0.000267237,0,0,0.000438308
pfam10459,Peptidase S46,0,0.000253743,0,0,0.000651042,0,0,0,0,0,0,0,0,0,0,0,0.000683761,0.000731261,0.00073046,0.000196117,0.000798403,0.000550964,0.000337724,0,0,0.000368053,0.000365764,0,0.00021815,0,0,0,0.000245761,0.000285225,0.000346021,0.000635526,0,0.000222767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000334784,0.000653808,0,0.000307409,0.000534474,0.000349162,0.000327976,0
pfam13145,PPIC-type PPIASE domain,0,0,0,0,0.000325521,0,0,0,0,0,0.000201288,0.000329164,0.000279408,0.000904432,0.000907441,0.000264831,0,0,0,0,0,0.000275482,0.000337724,0,0,0,0,0,0,0,0.000199442,0,0.000245761,0.000285225,0.000346021,0,0,0,0,0,0.000243784,0,0,0,0,0,0,0,0,0,0,0.000218484,0.000229621,0.00023359,0,0,0.000328299,0.000285388,0,0,0,0.000614817,0.000534474,0.000698324,0.000655953,0.000219154
pfam13462,Thioredoxin,0,0,0.000382629,0,0,0.00071736,0,0,0,0.000146284,0.000603865,0,0,0,0,0.000529661,0,0,0.00036523,0.000196117,0,0,0,0,0,0.000736106,0,0,0.00021815,0.000242248,0,0,0.000245761,0.000285225,0,0,0,0,0,0,0.000243784,0,0,0,0,0,0,0,0,0,0,0.000655451,0.000688863,0,0.000735474,0.000422119,0,0,0.000334784,0.000326904,0.000193949,0,0,0,0,0
pfam14526,Integron-associated effector binding protein,0,0.000253743,0,0,0.000325521,0,0.000286123,0.000297796,0,0,0.000201288,0,0,0,0,0,0,0.000365631,0.00036523,0,0.000798403,0,0,0.000364166,0.000318674,0,0,0.0004995,0,0.000242248,0.000199442,0,0,0.000285225,0.000692042,0.000317763,0.000265957,0.000445534,0,0,0.000243784,0.00024079,0,0,0,0,0,0,0.00057554,0,0,0,0,0.00023359,0.000245158,0,0,0,0,0.000326904,0,0.000307409,0.000267237,0,0.000327976,0
pfam15919,HicB_like antitoxin of bacterial toxin-antitoxin system,0,0,0.000956572,0,0,0,0,0,0,0.003949678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pfam00043,"Glutathione S-transferase, C-terminal domain",0,0.001522456,0.000573943,0,0,0.00071736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001104159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101626,0,0,0,0.001310902,0.001836969,0,0,0,0,0,0,0,0.000387898,0,0,0,0,0
pfam00431,CUB domain,0,0,0,0.000227635,0.000325521,0,0.000286123,0.000297796,0.000311624,0,0,0,0,0,0,0,0,0.000365631,0.00073046,0,0,0,0,0,0,0,0,0,0.00021815,0.000242248,0.000199442,0,0.000491521,0,0.000346021,0,0,0.000222767,0.000256805,0.000294811,0,0,0,0,0,0.00029753,0,0,0.00028777,0,0,0,0,0,0,0.00021106,0,0,0.000334784,0,0,0,0.00080171,0.000698324,0.001311906,0.000219154
pfam02493,MORN repeat,0,0,0,0,0,0.00071736,0,0.000297796,0.000311624,0,0.000201288,0,0,0.000602954,0.000604961,0.000264831,0,0,0,0,0,0,0,0,0,0,0,0,0.0004363,0.000484496,0,0.000692681,0,0,0,0,0,0,0.000256805,0.000294811,0,0.000722369,0,0.000645786,0,0,0,0,0.00028777,0,0.000345185,0.000218484,0.000229621,0,0.000245158,0.00021106,0,0,0.000334784,0,0.000193949,0,0,0,0,0
pfam02633,Creatinine amidohydrolase,0,0,0.000191314,0.000227635,0,0,0,0,0,0.000292569,0,0,0.000558815,0.000301477,0.00030248,0,0,0,0,0,0,0,0,0,0.000318674,0,0.000365764,0,0,0,0.000398883,0.000230894,0,0,0,0,0.000265957,0.000445534,0.000256805,0,0.000243784,0.00024079,0.000657895,0,0,0,0,0.00050813,0,0,0.000345185,0,0,0,0,0.00021106,0.000656599,0,0,0,0.000387898,0,0,0,0,0.000657462
pfam03825,Nucleoside H+ symporter,0,0.000253743,0,0.00045527,0,0,0,0,0,0,0.000201288,0.000329164,0.000279408,0.000301477,0.00030248,0.000264831,0.000683761,0.000365631,0.00036523,0.000196117,0.000399202,0,0,0,0.000318674,0,0,0.00024975,0,0,0.000398883,0,0,0,0,0,0.000265957,0,0.000256805,0,0.000243784,0.00024079,0.000328947,0,0,0,0.000367242,0,0,0.000263435,0.000345185,0,0,0.00023359,0.000245158,0.00021106,0,0,0,0,0,0,0,0,0,0.000219154
pfam04168,A predicted alpha-helical domain with a conserved ER motif.,0.0004995,0.000507485,0,0.00045527,0,0,0,0,0.000311624,0,0,0,0.000279408,0.000301477,0.00030248,0,0,0,0,0,0,0.000550964,0,0,0,0,0,0,0,0,0.000398883,0,0,0,0,0,0.000531915,0.000222767,0.000513611,0.000589623,0.000243784,0.00024079,0.000328947,0,0,0,0,0,0.00028777,0,0.000345185,0.000218484,0,0,0,0,0.000328299,0.000570776,0,0,0,0,0,0,0,0.000219154
pfam04239,Protein of unknown function (DUF421),0.00024975,0,0,0,0.000325521,0,0.000286123,0.000297796,0,0,0,0.000329164,0,0,0,0,0,0.000365631,0.00036523,0.000392234,0.000399202,0.000275482,0,0,0,0,0,0,0.0004363,0,0.000199442,0,0,0.000285225,0.000346021,0,0,0,0.000513611,0,0,0,0,0.000645786,0.0003427,0.00029753,0.000367242,0,0.00057554,0,0.000345185,0,0,0,0,0,0,0.000285388,0,0,0,0.000614817,0.000267237,0,0,0.000219154
pfam05523,"WxcM-like, C-terminal",0.00024975,0,0,0,0.000325521,0,0,0.000297796,0,0,0.000201288,0.000329164,0,0,0,0,0.00034188,0.000365631,0.00073046,0.000196117,0.000798403,0.000275482,0.000337724,0,0,0,0,0,0.00021815,0.000242248,0,0.000230894,0.000245761,0.000285225,0.000346021,0,0,0,0,0,0,0,0,0.000645786,0.0003427,0.00029753,0,0,0.00028777,0.000263435,0,0,0,0.00023359,0,0,0,0.000285388,0,0,0,0.000307409,0.000267237,0,0.000327976,0
pfam05690,Thiazole biosynthesis protein ThiG,0.00024975,0.000253743,0.000191314,0,0,0.00071736,0.000286123,0.000297796,0,0.000146284,0,0.000329164,0,0,0,0,0,0.000365631,0,0.000196117,0.000399202,0.000275482,0,0.000364166,0.000318674,0.000368053,0.000365764,0.00024975,0,0,0,0,0.000245761,0.000285225,0,0,0,0,0,0.000294811,0,0,0,0,0,0,0,0.00050813,0,0.000263435,0,0.000218484,0.000229621,0.00023359,0.000245158,0,0.000328299,0,0,0.000326904,0.000193949,0.000307409,0,0,0,0.000219154
pfam05742,Transport and Golgi organisation 2,0.00024975,0.000253743,0,0,0.000325521,0,0,0,0,0,0.000201288,0.000329164,0,0,0,0.000264831,0,0.000365631,0.00036523,0,0.000399202,0,0.000337724,0.000364166,0,0,0,0.00024975,0.00021815,0.000242248,0,0.000230894,0.000245761,0.000285225,0.000346021,0.000635526,0,0.000222767,0,0,0.000243784,0.00024079,0,0,0,0.00029753,0.000367242,0,0,0,0,0,0,0.00023359,0.000245158,0.00021106,0,0.000285388,0.000334784,0.000326904,0,0,0,0,0,0
pfam06037,Bacterial protein of unknown function (DUF922),0,0,0,0.000227635,0,0,0.000286123,0.000297796,0,0,0.000201288,0,0,0.000301477,0.00030248,0.000264831,0,0,0,0,0,0,0,0,0,0,0,0,0.00021815,0.000242248,0.000199442,0.000230894,0,0,0,0.000317763,0.000265957,0.000222767,0.000256805,0.000294811,0.000243784,0.00024079,0.000328947,0.000322893,0.0003427,0,0,0,0,0.000263435,0.000345185,0,0.000229621,0,0.000245158,0.00021106,0,0.000285388,0,0,0,0.000307409,0,0.000349162,0.000327976,0.000219154
pfam07508,Recombinase,0,0,0.000191314,0,0,0,0,0,0,0.000146284,0.000402576,0,0.000279408,0,0,0,0,0,0,0.000196117,0,0,0,0.000364166,0,0,0,0,0.00065445,0,0,0.000230894,0,0,0,0,0.000265957,0,0.000770416,0,0.000243784,0.00024079,0,0,0,0,0.000367242,0,0,0,0,0.001529386,0.000229621,0,0,0,0.000328299,0,0.000669568,0,0.000193949,0,0,0,0,0.000219154
pfam08014,Domain of unknown function (DUF1704),0,0,0,0.000227635,0.000325521,0,0,0,0.000311624,0,0.000201288,0,0.000279408,0.000301477,0.00030248,0,0,0,0,0,0,0.000275482,0.000337724,0,0.000637349,0,0.000365764,0.00024975,0.00021815,0.000242248,0,0.000230894,0.000245761,0.000285225,0.000346021,0,0,0,0,0,0.000243784,0.00024079,0,0.000645786,0.0003427,0,0,0,0.00028777,0.000263435,0.000345185,0,0,0,0.000245158,0.00021106,0,0,0,0,0,0,0,0.000349162,0.000327976,0
pfam11251,Protein of unknown function (DUF3050),0.00024975,0,0,0,0,0,0.000286123,0.000297796,0,0,0,0.000329164,0,0,0,0,0.00034188,0.000365631,0.00036523,0.000196117,0.000399202,0.000275482,0,0.000364166,0,0,0,0.00024975,0.00021815,0.000242248,0,0,0.000245761,0,0.000346021,0,0.000265957,0,0.000256805,0,0.000243784,0,0,0.000322893,0.0003427,0,0.000367242,0,0.00028777,0.000263435,0,0,0,0.00023359,0,0,0,0.000285388,0.000334784,0.000326904,0,0.000307409,0,0,0.000327976,0.000219154
pfam12869,tRNA_anti-like,0,0,0,0,0,0,0,0,0,0,0.000402576,0,0,0,0,0.000264831,0.00034188,0,0.00036523,0.000196117,0,0,0.000337724,0.000364166,0,0,0.000365764,0,0.00021815,0.000242248,0,0.000230894,0.000491521,0.000855676,0,0,0,0.000222767,0,0,0,0.00024079,0,0,0,0.00029753,0.000734484,0,0,0,0,0,0,0,0.000490316,0.000633179,0,0,0.000669568,0,0,0,0,0.000698324,0,0
pfam13675,Type IV pili methyl-accepting chemotaxis transducer N-term,0.0004995,0.000507485,0,0.00045527,0,0,0.000286123,0.000297796,0.000623247,0,0,0,0,0,0,0,0,0,0,0.000196117,0,0.000275482,0,0.000364166,0,0.000368053,0,0.00024975,0,0,0.000199442,0,0,0,0.000346021,0,0.000265957,0,0.000513611,0.000589623,0.000243784,0.00024079,0,0,0,0,0.000367242,0,0,0.000263435,0,0.000218484,0,0,0,0.00021106,0,0.000285388,0,0,0,0.000307409,0,0,0,0.000219154
pfam14086,Domain of unknown function (DUF4266),0.00024975,0,0,0.000227635,0.000325521,0,0.000286123,0.000297796,0.000311624,0,0,0,0,0.000301477,0.00030248,0.000529661,0.00034188,0,0.00036523,0,0,0,0,0,0,0,0,0.00024975,0,0.000242248,0,0,0.000245761,0,0,0.000317763,0.000265957,0.000222767,0.000256805,0.000294811,0.000243784,0.00024079,0,0,0,0,0,0,0.00028777,0.000263435,0,0,0,0.00023359,0.000245158,0.000633179,0,0,0,0,0,0,0.000267237,0,0,0.000219154
pfam14403,Circularly permuted ATP-grasp type 2,0.0004995,0.000507485,0,0.00045527,0,0,0,0,0.000311624,0,0,0,0.000279408,0.000301477,0.00030248,0,0,0,0,0,0,0.000550964,0,0,0,0,0,0,0,0,0.000398883,0,0,0,0,0,0.000531915,0.000222767,0.000513611,0.000589623,0.000243784,0.00024079,0.000328947,0,0,0,0,0,0.00028777,0,0.000345185,0.000218484,0,0,0,0,0.000328299,0.000570776,0,0,0,0,0,0,0,0.000219154
pfam00176,SNF2 family N-terminal domain,0,0.000253743,0.000765257,0,0,0,0,0.000297796,0,0.000438853,0,0,0,0,0,0,0.000683761,0.000731261,0,0.000196117,0.000399202,0,0,0,0.000318674,0.000368053,0,0,0,0.000242248,0,0.000230894,0,0,0,0.000317763,0,0.000222767,0,0,0.000243784,0,0,0,0,0,0,0,0,0,0,0.000218484,0,0.00023359,0,0,0.000656599,0,0,0,0.000775795,0,0,0,0,0
pfam01156,Inosine-uridine preferring nucleoside hydrolase,0.00024975,0.000253743,0.000382629,0.000227635,0,0,0.000286123,0.000297796,0,0.000146284,0,0,0.000279408,0.000602954,0.000604961,0,0,0,0,0,0,0.000275482,0,0,0,0,0,0,0,0,0.000797766,0,0,0,0,0,0.000265957,0.000222767,0,0,0,0.00024079,0,0,0,0,0,0,0,0.000263435,0.000345185,0.000218484,0.000229621,0,0,0.000422119,0,0,0,0,0.000193949,0.000307409,0,0,0,0.000219154
pfam01906,Putative heavy-metal-binding,0.00024975,0.000253743,0,0,0,0,0,0,0.000311624,0,0.000201288,0.000329164,0,0,0,0,0,0,0,0,0,0.000275482,0,0,0,0,0,0,0.00021815,0.000242248,0,0.000230894,0.000245761,0.000285225,0.000346021,0.000317763,0,0,0,0.000294811,0,0,0,0,0.0003427,0.00029753,0.000367242,0,0.00028777,0,0.000345185,0.000218484,0.000229621,0,0.000245158,0,0.000328299,0.000285388,0,0.000326904,0.000193949,0.000307409,0.000267237,0.000349162,0.000327976,0
pfam02028,"BCCT, betaine/carnitine/choline family transporter",0.00024975,0.000761228,0,0.000227635,0,0,0,0,0,0,0.000201288,0,0,0.000301477,0.00030248,0,0,0,0,0,0,0.000275482,0,0,0.000318674,0.000736106,0,0.0004995,0,0,0.000199442,0,0,0,0,0,0,0.000222767,0,0.000294811,0,0,0,0,0,0,0,0.00050813,0,0,0,0.000873935,0.000459242,0.00023359,0.000245158,0,0.000328299,0,0,0.000326904,0,0,0.000267237,0,0,0.000219154
pfam02595,Glycerate kinase family,0.00024975,0,0,0.000227635,0,0,0.000286123,0.000297796,0,0,0.000201288,0,0.000279408,0.000301477,0.00030248,0.000264831,0,0,0,0,0,0.000275482,0,0.000364166,0,0,0,0,0,0,0.000398883,0.000461787,0,0,0,0,0.000265957,0.000222767,0.000513611,0.000294811,0.000243784,0.00024079,0.000328947,0,0,0,0,0,0,0,0.000345185,0,0,0,0.000245158,0.00021106,0,0,0.000334784,0,0,0.000307409,0.000267237,0,0,0.000219154
pfam03400,IS1 transposase,0,0,0,0,0,0,0,0,0,0,0.000201288,0,0,0,0,0,0,0,0.00036523,0.000588351,0,0,0,0,0,0,0,0,0,0,0,0,0.000491521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000245158,0,0,0,0,0,0.004266874,0,0,0,0,0
pfam03747,ADP-ribosylglycohydrolase,0,0.000253743,0.000191314,0,0,0.00071736,0,0,0,0,0,0,0.000838223,0.000904432,0.000907441,0,0.00034188,0,0,0.000196117,0,0,0,0.000364166,0,0,0,0,0.00065445,0,0.000199442,0,0.000491521,0,0,0.000317763,0.000531915,0,0,0,0,0.00024079,0,0,0,0,0,0,0,0,0,0,0,0,0.000245158,0.00021106,0,0,0,0.000326904,0.000193949,0,0,0,0,0.000219154
pfam03773,Predicted permease,0.00024975,0.000253743,0.000191314,0.000227635,0.000325521,0,0,0,0,0.000292569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000368053,0,0.0004995,0,0.000242248,0,0,0,0.000570451,0,0.000317763,0,0.0006683,0,0,0.000243784,0,0,0.000322893,0,0,0,0,0,0.000263435,0,0.000436967,0.000229621,0,0,0,0.000328299,0,0.000334784,0,0.000193949,0.000307409,0.000267237,0,0,0.000438308
pfam04993,TfoX N-terminal domain,0.00024975,0,0,0.000227635,0,0,0.000286123,0.000297796,0,0,0.000402576,0,0.000558815,0.000301477,0.00030248,0.000794492,0,0,0,0,0,0,0.000337724,0,0,0,0,0,0,0.000242248,0.000199442,0.000230894,0,0,0,0,0.000265957,0.000222767,0.000256805,0.000294811,0,0.00024079,0.000328947,0,0,0.00029753,0,0,0,0,0.000345185,0,0.000229621,0,0.000245158,0.000422119,0,0,0,0,0,0,0,0,0,0.000219154
pfam05656,Protein of unknown function (DUF805),0,0,0,0,0,0,0,0,0,0,0,0.000329164,0,0,0,0.000529661,0,0,0,0.000392234,0,0,0,0,0.000318674,0,0,0.00024975,0.00021815,0,0,0,0.000737282,0,0.000346021,0.000317763,0,0,0,0.000589623,0,0,0,0,0.0003427,0,0.000367242,0.00050813,0.00057554,0.000263435,0,0.000218484,0.000229621,0,0,0.00021106,0.000656599,0.000285388,0,0,0,0.000307409,0,0,0.000327976,0.000219154
pfam05954,Phage late control gene D protein (GPD),0.00024975,0,0,0,0,0,0,0,0,0,0.000402576,0,0.000279408,0,0,0,0.001025641,0.001462523,0,0.000980584,0,0,0,0,0,0,0,0,0.00021815,0.000242248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001167951,0.000245158,0.00021106,0,0,0,0.000980713,0,0,0,0,0,0.000438308
pfam06742,Protein of unknown function (DUF1214),0,0,0,0,0,0,0,0,0,0,0,0,0.000558815,0.002110341,0.002117362,0,0,0,0,0.000392234,0,0.000275482,0.000675447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024079,0,0,0,0,0,0,0,0,0,0.000218484,0,0,0,0,0.002298096,0,0,0,0,0,0,0,0,0
pfam06863,Protein of unknown function (DUF1254),0,0,0,0,0,0,0,0,0,0,0,0,0.000558815,0.002110341,0.002117362,0,0,0,0,0.000392234,0,0.000275482,0.000675447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024079,0,0,0,0,0,0,0,0,0,0.000218484,0,0,0,0,0.002298096,0,0,0,0,0,0,0,0,0
pfam08874,Domain of unknown function (DUF1835),0,0,0,0.000227635,0,0,0.000286123,0,0,0,0,0,0.000279408,0.000301477,0.00030248,0.000264831,0.00034188,0,0,0,0,0,0.000337724,0,0,0,0,0.00024975,0,0,0.000199442,0,0.000245761,0.000285225,0.000346021,0.000317763,0,0.000222767,0,0.000294811,0.000243784,0.00024079,0.000328947,0,0,0,0,0,0.00028777,0.000263435,0.000345185,0,0,0.00023359,0.000245158,0.00021106,0,0.000285388,0.000334784,0,0,0,0,0.000349162,0.000327976,0.000219154
pfam09851,Short C-terminal domain,0,0,0.000191314,0.00045527,0.000976563,0,0,0,0,0,0.000402576,0,0,0,0,0,0.000683761,0,0,0.000392234,0,0.000275482,0,0,0.000318674,0,0,0.000749251,0,0,0,0,0,0,0,0,0,0.000445534,0,0.000294811,0.000243784,0.00048158,0,0.000645786,0,0,0,0,0.00057554,0,0,0,0,0.000467181,0.000245158,0,0,0,0,0,0,0,0,0,0,0
pfam10011,Predicted membrane protein (DUF2254),0,0.000253743,0.000191314,0.000227635,0.000325521,0,0,0,0.000311624,0,0,0.000329164,0,0,0,0,0,0.000365631,0,0,0,0.000275482,0,0,0,0,0,0.00024975,0.00021815,0.000242248,0.000199442,0,0,0.000285225,0.000346021,0,0.000265957,0,0.000256805,0,0,0,0,0.000645786,0.0003427,0.00029753,0.000367242,0,0.00057554,0.000263435,0,0.000218484,0.000229621,0.00023359,0,0,0,0,0,0,0,0.000307409,0.000267237,0,0.000327976,0
pfam12099,Protein of unknown function (DUF3575),0.0004995,0,0,0,0.000325521,0,0.000286123,0,0.000311624,0,0.000201288,0.000329164,0,0,0,0,0,0.000365631,0,0.000196117,0.000399202,0.000275482,0.000337724,0,0,0,0.000365764,0,0,0,0,0,0,0,0,0.000635526,0.000265957,0,0.000256805,0,0,0.00024079,0.000657895,0,0,0.00029753,0.000367242,0,0,0.000263435,0.000690369,0,0,0,0.000245158,0,0,0,0.000334784,0,0,0,0,0,0.000327976,0.000438308
pfam13366,PD-(D/E)XK nuclease superfamily,0,0,0.000956572,0,0.000325521,0,0,0,0,0.000146284,0.000201288,0,0,0,0,0,0.00034188,0.000365631,0.00109569,0.000784468,0.000798403,0,0.000675447,0,0,0,0,0.00024975,0.00021815,0,0,0.000461787,0.000245761,0,0,0,0,0,0,0,0.000243784,0,0,0,0,0,0,0,0,0,0,0,0,0.00023359,0,0.00021106,0,0,0,0,0,0,0,0,0.000327976,0
